Date,I
01/04/2014,10.05
02/04/2014,9.81
03/04/2014,9.32
04/04/2014,10.52
05/04/2014,8.11
06/04/2014,8.57
07/04/2014,10.35
08/04/2014,8.61
09/04/2014,9.9
10/04/2014,9.870000000000001
11/04/2014,9.79
12/04/2014,8.05
13/04/2014,11.280000000000001
14/04/2014,3.31
15/04/2014,5.25
16/04/2014,6.74
17/04/2014,6.41
18/04/2014,6.2700000000000005
19/04/2014,5.0
20/04/2014,6.0
21/04/2014,2.96
22/04/2014,4.109999999999999
23/04/2014,4.12
24/04/2014,3.58
25/04/2014,4.38
26/04/2014,2.55
27/04/2014,4.36
28/04/2014,5.8500000000000005
29/04/2014,6.82
30/04/2014,16.25
01/05/2014,27.380000000000003
02/05/2014,12.11
03/05/2014,10.879999999999999
04/05/2014,6.0600000000000005
05/05/2014,8.2
06/05/2014,4.38
07/05/2014,5.78
08/05/2014,6.91
09/05/2014,3.96
10/05/2014,4.390000000000001
11/05/2014,4.95
12/05/2014,7.119999999999999
13/05/2014,6.26
14/05/2014,6.17
15/05/2014,5.6
16/05/2014,5.2
17/05/2014,3.8
18/05/2014,4.42
19/05/2014,3.4
20/05/2014,3.5700000000000003
21/05/2014,2.46
22/05/2014,3.12
23/05/2014,2.67
24/05/2014,3.15
25/05/2014,3.0999999999999996
26/05/2014,2.35
27/05/2014,2.83
28/05/2014,1.42
29/05/2014,3.36
30/05/2014,1.56
31/05/2014,1.04
01/06/2014,1.51
02/06/2014,2.5300000000000002
03/06/2014,2.08
04/06/2014,1.3
05/06/2014,1.74
06/06/2014,2.66
07/06/2014,1.81
08/06/2014,1.44
09/06/2014,2.38
10/06/2014,2.4699999999999998
11/06/2014,4.28
12/06/2014,2.99
13/06/2014,3.4
14/06/2014,3.93
15/06/2014,1.33
16/06/2014,3.13
17/06/2014,2.48
18/06/2014,1.73
19/06/2014,1.67
20/06/2014,2.71
21/06/2014,1.85
22/06/2014,5.33
23/06/2014,4.58
24/06/2014,5.76
25/06/2014,4.890000000000001
26/06/2014,4.58
27/06/2014,4.58
28/06/2014,3.42
29/06/2014,4.3
30/06/2014,2.9400000000000004
01/07/2014,3.2700000000000005
02/07/2014,4.779999999999999
03/07/2014,4.87
04/07/2014,7.24
05/07/2014,5.57
06/07/2014,4.54
07/07/2014,3.81
08/07/2014,3.5300000000000002
09/07/2014,4.550000000000001
10/07/2014,2.6399999999999997
11/07/2014,3.9400000000000004
12/07/2014,3.13
13/07/2014,2.0
14/07/2014,2.46
15/07/2014,1.3
16/07/2014,3.23
17/07/2014,1.3
18/07/2014,1.71
19/07/2014,1.3399999999999999
20/07/2014,1.43
21/07/2014,1.92
22/07/2014,1.1400000000000001
23/07/2014,3.55
24/07/2014,3.89
25/07/2014,6.96
26/07/2014,8.93
27/07/2014,7.890000000000001
28/07/2014,6.5600000000000005
29/07/2014,5.08
30/07/2014,4.38
31/07/2014,3.3
01/08/2014,4.5
02/08/2014,4.12
03/08/2014,8.55
04/08/2014,11.85
05/08/2014,14.73
06/08/2014,12.77
07/08/2014,19.86
08/08/2014,24.41
09/08/2014,18.34
10/08/2014,24.39
11/08/2014,84.45
12/08/2014,65.08
13/08/2014,33.31
14/08/2014,22.62
15/08/2014,16.6
16/08/2014,15.57
17/08/2014,13.87
18/08/2014,24.46
19/08/2014,59.54
20/08/2014,89.55
21/08/2014,113.31
22/08/2014,140.12
23/08/2014,77.77000000000001
24/08/2014,46.99
25/08/2014,34.4
26/08/2014,27.16
27/08/2014,25.61
28/08/2014,21.03
29/08/2014,18.4
30/08/2014,15.8
31/08/2014,13.23
01/09/2014,10.18
02/09/2014,9.59
03/09/2014,56.28
04/09/2014,101.2
05/09/2014,57.42
06/09/2014,37.42
07/09/2014,26.98
08/09/2014,20.740000000000002
09/09/2014,16.6
10/09/2014,14.07
11/09/2014,11.97
12/09/2014,9.61
13/09/2014,9.21
14/09/2014,8.61
15/09/2014,6.44
16/09/2014,6.5
17/09/2014,6.5
18/09/2014,6.08
19/09/2014,4.81
20/09/2014,5.49
21/09/2014,4.45
22/09/2014,4.4399999999999995
23/09/2014,3.84
24/09/2014,21.18
25/09/2014,21.64
26/09/2014,14.53
27/09/2014,11.51
28/09/2014,9.600000000000001
29/09/2014,7.93
30/09/2014,7.02
