Date,I
01/11/2013,3.67
02/11/2013,3.9
03/11/2013,2.9
04/11/2013,5.22
05/11/2013,2.65
06/11/2013,2.9699999999999998
07/11/2013,2.6399999999999997
08/11/2013,5.859999999999999
09/11/2013,1.69
10/11/2013,4.75
11/11/2013,3.7800000000000002
12/11/2013,2.0
13/11/2013,3.81
14/11/2013,2.73
15/11/2013,2.51
16/11/2013,1.85
17/11/2013,1.9900000000000002
18/11/2013,1.31
19/11/2013,2.0100000000000002
20/11/2013,3.37
21/11/2013,1.38
22/11/2013,2.67
23/11/2013,2.81
24/11/2013,4.11
25/11/2013,3.89
26/11/2013,7.790000000000001
27/11/2013,6.52
28/11/2013,5.710000000000001
29/11/2013,4.52
30/11/2013,4.83
01/12/2013,3.54
02/12/2013,4.43
03/12/2013,3.08
04/12/2013,3.83
05/12/2013,3.86
06/12/2013,4.26
07/12/2013,3.87
08/12/2013,4.17
09/12/2013,5.13
10/12/2013,5.86
11/12/2013,5.13
12/12/2013,7.109999999999999
13/12/2013,6.36
14/12/2013,5.44
15/12/2013,1.98
16/12/2013,2.75
17/12/2013,5.449999999999999
18/12/2013,4.01
19/12/2013,2.61
20/12/2013,4.76
21/12/2013,4.74
22/12/2013,2.07
23/12/2013,2.53
24/12/2013,5.25
25/12/2013,2.6
26/12/2013,1.4
27/12/2013,2.61
28/12/2013,4.57
29/12/2013,1.07
30/12/2013,1.1400000000000001
31/12/2013,4.56
01/01/2014,2.34
02/01/2014,1.8499999999999999
03/01/2014,1.8699999999999999
04/01/2014,3.08
05/01/2014,2.42
06/01/2014,2.0900000000000003
07/01/2014,1.49
08/01/2014,1.3199999999999998
09/01/2014,2.71
10/01/2014,1.33
11/01/2014,1.53
12/01/2014,1.3
13/01/2014,1.67
14/01/2014,1.92
15/01/2014,0.99
16/01/2014,2.19
17/01/2014,1.0699999999999998
18/01/2014,0.89
19/01/2014,1.58
20/01/2014,1.77
21/01/2014,1.67
22/01/2014,1.69
23/01/2014,0.55
24/01/2014,2.29
25/01/2014,1.77
26/01/2014,2.35
27/01/2014,1.34
28/01/2014,0.72
29/01/2014,1.5
30/01/2014,1.3699999999999999
31/01/2014,6.6499999999999995
01/02/2014,1.69
02/02/2014,3.02
03/02/2014,7.12
04/02/2014,5.78
05/02/2014,5.39
06/02/2014,4.54
07/02/2014,4.63
08/02/2014,4.11
09/02/2014,7.069999999999999
10/02/2014,2.1399999999999997
11/02/2014,3.42
12/02/2014,2.19
13/02/2014,3.57
14/02/2014,1.74
15/02/2014,2.44
16/02/2014,2.3
17/02/2014,2.3
18/02/2014,3.07
19/02/2014,1.88
20/02/2014,2.5100000000000002
21/02/2014,1.93
22/02/2014,4.71
23/02/2014,3.2
24/02/2014,1.38
25/02/2014,1.25
26/02/2014,2.02
27/02/2014,2.36
28/02/2014,4.05
01/03/2014,1.9300000000000002
02/03/2014,7.57
03/03/2014,1.9300000000000002
04/03/2014,4.41
05/03/2014,3.21
06/03/2014,3.67
07/03/2014,3.2300000000000004
08/03/2014,2.63
09/03/2014,4.46
10/03/2014,2.22
11/03/2014,1.79
12/03/2014,4.38
13/03/2014,4.07
14/03/2014,4.09
15/03/2014,5.57
16/03/2014,4.529999999999999
17/03/2014,2.36
18/03/2014,8.629999999999999
19/03/2014,11.42
20/03/2014,15.8
21/03/2014,12.29
22/03/2014,10.65
23/03/2014,10.09
24/03/2014,8.43
25/03/2014,8.600000000000001
26/03/2014,11.0
27/03/2014,13.51
28/03/2014,12.61
29/03/2014,13.690000000000001
30/03/2014,13.25
31/03/2014,13.43
01/04/2014,10.05
02/04/2014,9.81
03/04/2014,9.32
04/04/2014,10.52
05/04/2014,8.11
06/04/2014,8.57
07/04/2014,10.35
08/04/2014,8.61
09/04/2014,9.9
10/04/2014,9.870000000000001
11/04/2014,9.79
12/04/2014,8.05
13/04/2014,11.280000000000001
14/04/2014,3.31
15/04/2014,5.25
16/04/2014,6.74
17/04/2014,6.41
18/04/2014,6.2700000000000005
19/04/2014,5.0
20/04/2014,6.0
21/04/2014,2.96
22/04/2014,4.109999999999999
23/04/2014,4.12
24/04/2014,3.58
25/04/2014,4.38
26/04/2014,2.55
27/04/2014,4.36
28/04/2014,5.8500000000000005
29/04/2014,6.82
30/04/2014,16.25
