Date,demand
01/01/2017,11.227
02/01/2017,11.227
03/01/2017,11.227
04/01/2017,11.227
05/01/2017,11.227
06/01/2017,11.227
07/01/2017,11.227
08/01/2017,11.227
09/01/2017,11.227
10/01/2017,11.227
11/01/2017,11.227
12/01/2017,11.227
13/01/2017,11.227
14/01/2017,11.227
15/01/2017,11.227
16/01/2017,11.227
17/01/2017,11.227
18/01/2017,11.227
19/01/2017,11.227
20/01/2017,11.227
21/01/2017,11.227
22/01/2017,11.227
23/01/2017,11.227
24/01/2017,11.227
25/01/2017,11.227
26/01/2017,11.227
27/01/2017,11.227
28/01/2017,11.227
29/01/2017,11.227
30/01/2017,11.227
31/01/2017,11.227
01/02/2017,11.227
02/02/2017,11.227
03/02/2017,11.227
04/02/2017,11.227
05/02/2017,11.227
06/02/2017,11.227
07/02/2017,11.227
08/02/2017,11.227
09/02/2017,11.227
10/02/2017,11.227
11/02/2017,11.227
12/02/2017,11.227
13/02/2017,11.227
14/02/2017,11.227
15/02/2017,11.227
16/02/2017,11.227
17/02/2017,11.227
18/02/2017,11.227
19/02/2017,11.227
20/02/2017,11.227
21/02/2017,11.227
22/02/2017,11.227
23/02/2017,11.227
24/02/2017,11.227
25/02/2017,11.227
26/02/2017,11.227
27/02/2017,11.227
28/02/2017,11.227
01/03/2017,11.262
02/03/2017,11.262
03/03/2017,11.262
04/03/2017,11.262
05/03/2017,11.262
06/03/2017,11.262
07/03/2017,11.262
08/03/2017,11.262
09/03/2017,11.262
10/03/2017,11.262
11/03/2017,11.262
12/03/2017,11.262
13/03/2017,11.262
14/03/2017,11.262
15/03/2017,11.262
16/03/2017,11.262
17/03/2017,11.262
18/03/2017,11.262
19/03/2017,11.262
20/03/2017,11.262
21/03/2017,11.262
22/03/2017,11.262
23/03/2017,11.262
24/03/2017,11.262
25/03/2017,11.262
26/03/2017,11.262
27/03/2017,11.262
28/03/2017,11.262
29/03/2017,11.262
30/03/2017,11.262
31/03/2017,11.262
01/04/2017,12.099
02/04/2017,12.099
03/04/2017,12.099
04/04/2017,12.099
05/04/2017,12.099
06/04/2017,12.099
07/04/2017,12.099
08/04/2017,12.099
09/04/2017,12.099
10/04/2017,12.099
11/04/2017,12.099
12/04/2017,12.099
13/04/2017,12.099
14/04/2017,12.099
15/04/2017,12.099
16/04/2017,12.099
17/04/2017,12.099
18/04/2017,12.099
19/04/2017,12.099
20/04/2017,12.099
21/04/2017,12.099
22/04/2017,12.099
23/04/2017,12.099
24/04/2017,12.099
25/04/2017,12.099
26/04/2017,12.099
27/04/2017,12.099
28/04/2017,12.099
29/04/2017,12.099
30/04/2017,12.099
