Date,I
01/08/2018,1.3675392
02/08/2018,1.1267424
03/08/2018,1.6236288
04/08/2018,14.3832672
05/08/2018,5.913043200000001
06/08/2018,1.147824
07/08/2018,3.9719808
08/08/2018,7.6506336
09/08/2018,12.4103232
10/08/2018,3.1551552000000003
11/08/2018,3.7593503999999998
12/08/2018,7.4506176
13/08/2018,10.4562144
14/08/2018,8.656848
15/08/2018,7.8544512
16/08/2018,7.8195456
17/08/2018,6.9935616
18/08/2018,7.4574432
19/08/2018,19.26504
20/08/2018,21.1012128
21/08/2018,31.0177728
22/08/2018,58.374
23/08/2018,25.1771328
24/08/2018,14.736470400000002
25/08/2018,11.972016
26/08/2018,67.4878176
27/08/2018,45.7970112
28/08/2018,23.1533856
29/08/2018,15.749856
30/08/2018,12.831436799999999
31/08/2018,9.0651744
01/09/2018,1.4212799999999999
02/09/2018,2.4638688
03/09/2018,2.9223936
04/09/2018,15.7460544
05/09/2018,5.5361664
06/09/2018,1.9969632
07/09/2018,5.4186624000000005
08/09/2018,5.8918752
09/09/2018,11.147241600000001
10/09/2018,1.6324416
11/09/2018,3.7063872
12/09/2018,6.268752
13/09/2018,6.7282272
14/09/2018,6.1572960000000005
15/09/2018,5.3317440000000005
16/09/2018,4.780512
17/09/2018,5.3345952
18/09/2018,3.2458752
19/09/2018,4.4126208
20/09/2018,3.833136
21/09/2018,3.4409663999999998
22/09/2018,2.8353888
23/09/2018,3.4205759999999996
24/09/2018,2.8688256
25/09/2018,3.8061792
26/09/2018,3.7962432
27/09/2018,2.2637664
28/09/2018,3.402
29/09/2018,1.8987264000000001
30/09/2018,3.1381344
