Date,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010
01/11/2011,5.62,5.691,5.593,5.52,5.5920000000000005,5.558,5.567,6.177999999999999,5.494,5.567,5.578,5.962,5.831,5.5360000000000005,5.63,5.584999999999999,5.538,5.573,5.529,5.878,5.65,6.828,6.2490000000000006,5.63,5.558999999999999,5.5809999999999995,5.57,5.534000000000001,5.577,5.607,6.574,5.576,5.5520000000000005,6.554,5.638,5.5600000000000005,5.498,5.548,5.604,5.532,5.665,5.4750000000000005,5.552,9.985,5.531000000000001
02/11/2011,5.231999999999999,5.0249999999999995,4.907,4.7909999999999995,4.936,4.861,5.052,6.608,4.779,4.856,5.009,6.057,5.323,4.9879999999999995,4.949,9.147,4.837,4.876,4.814,5.302,5.042999999999999,10.744,5.853,4.951,4.8469999999999995,4.901,4.956,4.827,5.044,4.912000000000001,6.393,4.887,5.800000000000001,6.357,4.938,4.864,4.779,4.856,5.691,4.8149999999999995,4.963,4.744,4.796,11.666,4.792
03/11/2011,4.743,4.394,4.293,4.170999999999999,4.395,4.245,5.326,6.544,4.159,4.228,4.746,5.763,4.8,4.609,4.33,11.751000000000001,4.229,4.3229999999999995,4.208,4.751,4.79,13.099,5.284,4.461,4.233,4.327,4.57,4.216,4.5040000000000004,4.274,5.95,4.2780000000000005,5.647,5.909,4.318,4.25,4.159,4.216,5.822,4.183,4.329,4.131,4.142,11.06,4.164
04/11/2011,4.265,3.8850000000000002,4.199,3.6639999999999997,3.952,3.732,5.465999999999999,6.236,3.6670000000000003,3.711,4.993,5.442,4.297,4.846,3.822,11.411,3.743,3.857,3.702,4.2379999999999995,4.439,12.347000000000001,4.715,12.97,3.734,3.829,4.15,3.714,4.007,3.791,5.7250000000000005,3.7830000000000004,5.321,5.343,3.795,3.7459999999999996,3.655,3.71,5.561999999999999,3.6719999999999997,3.7960000000000003,3.637,3.626,10.92,3.658
05/11/2011,3.816,3.8009999999999997,5.062,3.265,3.583,3.4050000000000002,6.836,5.7490000000000006,3.2649999999999997,3.293,4.969,5.16,3.846,5.2909999999999995,3.391,10.607,3.564,3.448,3.285,3.784,4.0440000000000005,11.591999999999999,4.173,87.975,3.386,3.4139999999999997,3.763,3.3240000000000003,3.579,3.38,5.896,3.373,4.918,4.821,3.364,3.43,3.26,3.303,5.285,3.2619999999999996,5.9,3.2560000000000002,3.2129999999999996,12.83,3.246
06/11/2011,3.4450000000000003,3.585,5.88,2.963,3.226,3.369,8.136,5.199,2.952,4.468,4.704000000000001,5.814,3.449,5.219,3.045,9.966,3.285,3.151,2.973,3.99,3.807,10.888,3.694,146.108,5.255,3.074,3.537,3.039,3.162,3.04,5.621,3.036,4.5200000000000005,4.349,3.0300000000000002,3.158,2.957,2.975,4.813,7.048,7.941,2.9610000000000003,2.898,13.184999999999999,2.93
07/11/2011,3.1310000000000002,3.8539999999999996,6.128,2.7190000000000003,2.9219999999999997,3.1710000000000003,8.035,4.682,2.697,5.193,4.303,8.539,3.103,4.883,2.733,9.291,3.0260000000000002,2.8729999999999998,2.7230000000000003,3.9859999999999998,3.698,10.145,3.291,82.099,5.917999999999999,3.4480000000000004,3.323,2.83,2.833,3.054,5.204,2.777,4.123,3.938,2.729,2.886,2.9859999999999998,3.2779999999999996,4.329,9.067,8.895,2.7030000000000003,2.649,11.544,2.671
08/11/2011,2.846,4.404,6.898,2.53,2.952,2.907,7.568,4.271,2.5229999999999997,5.353,3.8649999999999998,22.486,2.799,4.387,2.543,8.487,2.786,2.6319999999999997,2.5330000000000004,4.0120000000000005,3.519,9.378,2.9619999999999997,42.862,5.736,3.548,3.879,2.6399999999999997,2.5940000000000003,2.957,5.0329999999999995,2.564,3.7910000000000004,3.734,2.541,2.666,2.8770000000000002,8.841000000000001,3.884,8.524000000000001,9.602,2.521,2.507,15.825,2.746
09/11/2011,2.64,4.455,7.212,2.493,3.1109999999999998,2.691,7.824,4.2,2.528,5.404999999999999,3.4690000000000003,29.927,2.607,3.872,2.444,7.6290000000000004,5.267,2.492,2.4379999999999997,4.604,3.341,8.996,2.699,38.583,5.811,3.496,4.515,2.468,2.527,2.779,5.035,2.459,3.58,3.428,2.444,2.814,2.672,12.254999999999999,3.516,7.38,15.456999999999999,2.424,2.5460000000000003,18.682000000000002,2.707
10/11/2011,2.496,4.234999999999999,7.064,2.368,4.433,2.5090000000000003,8.315,4.013,2.415,5.098,3.15,25.726,2.485,3.422,2.35,6.802999999999999,8.594999999999999,2.394,4.087,4.853,3.104,8.499,2.5,33.382000000000005,5.52,3.324,4.732,2.376,2.811,2.721,4.991,2.3659999999999997,3.3819999999999997,3.125,2.37,2.798,2.481,12.114,4.4799999999999995,6.505000000000001,18.688,2.332,2.4610000000000003,17.448,2.59
11/11/2011,2.379,4.039,6.704000000000001,2.294,5.1129999999999995,2.372,8.426,3.7039999999999997,2.3129999999999997,4.648,3.175,22.68,2.392,3.033,2.2600000000000002,6.064,12.71,2.332,7.949,4.797,2.88,8.574,2.3979999999999997,28.124000000000002,5.133,3.1550000000000002,4.7379999999999995,2.293,2.8840000000000003,2.642,4.706,2.286,3.1980000000000004,3.0999999999999996,2.278,2.698,2.377,16.544,5.4990000000000006,5.8870000000000005,16.526,2.245,2.339,16.715,3.713
12/11/2011,2.578,3.633,6.243,2.431,5.355,2.283,8.309,3.401,2.204,4.29,3.137,20.182,2.817,2.7190000000000003,2.458,5.404,14.027,2.245,10.494,4.496,2.726,9.29,2.3,23.959000000000003,4.89,2.9749999999999996,4.625,2.8230000000000004,2.9690000000000003,2.5629999999999997,4.369,4.556,3.057,3.303,2.188,2.5949999999999998,2.25,22.246000000000002,5.7379999999999995,5.276999999999999,14.413,2.158,2.225,15.789,4.463
13/11/2011,4.2669999999999995,3.25,5.8,2.405,6.2829999999999995,2.2039999999999997,8.164,3.12,2.121,4.226,3.3689999999999998,18.476,3.733,2.482,2.472,4.859,12.827,2.1630000000000003,9.616,4.101,2.784,9.681000000000001,2.204,20.831000000000003,4.589,2.776,4.563,8.027,2.973,3.245,3.9979999999999998,5.993,2.918,3.27,2.106,2.47,2.166,22.836,5.585,4.724,12.883,2.075,2.129,15.454,4.719
