Date,demand
01/04/2014,11.439
02/04/2014,11.439
03/04/2014,11.439
04/04/2014,11.439
05/04/2014,11.439
06/04/2014,11.439
07/04/2014,11.439
08/04/2014,11.439
09/04/2014,11.439
10/04/2014,11.439
11/04/2014,11.439
12/04/2014,11.439
13/04/2014,11.439
14/04/2014,11.439
15/04/2014,11.439
16/04/2014,11.439
17/04/2014,11.439
18/04/2014,11.439
19/04/2014,11.439
20/04/2014,11.439
21/04/2014,11.439
22/04/2014,11.439
23/04/2014,11.439
24/04/2014,11.439
25/04/2014,11.439
26/04/2014,11.439
27/04/2014,11.439
28/04/2014,11.439
29/04/2014,11.439
30/04/2014,11.439
01/05/2014,12.536999999999999
02/05/2014,12.536999999999999
03/05/2014,12.536999999999999
04/05/2014,12.536999999999999
05/05/2014,12.536999999999999
06/05/2014,12.536999999999999
07/05/2014,12.536999999999999
08/05/2014,12.536999999999999
09/05/2014,12.536999999999999
10/05/2014,12.536999999999999
11/05/2014,12.536999999999999
12/05/2014,12.536999999999999
13/05/2014,12.536999999999999
14/05/2014,12.536999999999999
15/05/2014,12.536999999999999
16/05/2014,12.536999999999999
17/05/2014,12.536999999999999
18/05/2014,12.536999999999999
19/05/2014,12.536999999999999
20/05/2014,12.536999999999999
21/05/2014,12.536999999999999
22/05/2014,12.536999999999999
23/05/2014,12.536999999999999
24/05/2014,12.536999999999999
25/05/2014,12.536999999999999
26/05/2014,12.536999999999999
27/05/2014,12.536999999999999
28/05/2014,12.536999999999999
29/05/2014,12.536999999999999
30/05/2014,12.536999999999999
31/05/2014,12.536999999999999
01/06/2014,13.072
02/06/2014,13.072
03/06/2014,13.072
04/06/2014,13.072
05/06/2014,13.072
06/06/2014,13.072
07/06/2014,13.072
08/06/2014,13.072
09/06/2014,13.072
10/06/2014,13.072
11/06/2014,13.072
12/06/2014,13.072
13/06/2014,13.072
14/06/2014,13.072
15/06/2014,13.072
16/06/2014,13.072
17/06/2014,13.072
18/06/2014,13.072
19/06/2014,13.072
20/06/2014,13.072
21/06/2014,13.072
22/06/2014,13.072
23/06/2014,13.072
24/06/2014,13.072
25/06/2014,13.072
26/06/2014,13.072
27/06/2014,13.072
28/06/2014,13.072
29/06/2014,13.072
30/06/2014,13.072
01/07/2014,12.207999999999998
02/07/2014,12.207999999999998
03/07/2014,12.207999999999998
04/07/2014,12.207999999999998
05/07/2014,12.207999999999998
06/07/2014,12.207999999999998
07/07/2014,12.207999999999998
08/07/2014,12.207999999999998
09/07/2014,12.207999999999998
10/07/2014,12.207999999999998
11/07/2014,12.207999999999998
12/07/2014,12.207999999999998
13/07/2014,12.207999999999998
14/07/2014,12.207999999999998
15/07/2014,12.207999999999998
16/07/2014,12.207999999999998
17/07/2014,12.207999999999998
18/07/2014,12.207999999999998
19/07/2014,12.207999999999998
20/07/2014,12.207999999999998
21/07/2014,12.207999999999998
22/07/2014,12.207999999999998
23/07/2014,12.207999999999998
24/07/2014,12.207999999999998
25/07/2014,12.207999999999998
26/07/2014,12.207999999999998
27/07/2014,12.207999999999998
28/07/2014,12.207999999999998
29/07/2014,12.207999999999998
30/07/2014,12.207999999999998
31/07/2014,12.207999999999998
