Date,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010
01/08/2011,56.021,50.201,52.391000000000005,76.169,51.196,49.948,49.871,53.888999999999996,51.668,56.022999999999996,51.716,49.928999999999995,50.908,66.077,49.926,50.246,50.091,63.911,52.980000000000004,50.217999999999996,52.281000000000006,50.395,49.79599999999999,49.763,49.940999999999995,55.928,50.685,53.806,195.488,84.36699999999999,49.96,51.14,93.792,182.91,50.141999999999996,63.223,50.30200000000001,50.369,53.115,90.26400000000001,49.927,58.244,50.153999999999996,52.394,50.316
02/08/2011,50.837,40.787,45.009,198.663,43.54,40.159000000000006,41.198,52.681000000000004,45.435,52.209,94.19399999999999,40.669,43.991,101.59100000000001,40.095,41.592,40.695,57.647999999999996,50.264,45.516000000000005,45.748999999999995,55.257000000000005,39.617999999999995,42.813,40.021,121.614,44.248999999999995,110.242,278.53499999999997,100.854,40.177,45.793,112.68299999999999,523.277,40.325,60.07,41.001,42.563,46.641999999999996,106.082,39.885,55.019999999999996,57.811,45.328,45.772000000000006
03/08/2011,42.746,33.805,41.198,384.80499999999995,39.803,33.548,40.004999999999995,50.884,104.14,44.469,177.919,33.91,43.319,104.082,33.149,39.379,33.511,41.201,49.399,45.465,41.245,167.324,32.231,42.478,33.634,141.806,39.275999999999996,179.07,74.923,64.682,33.012,112.00200000000001,122.233,755.156,33.172,46.708,35.852,38.525,39.486000000000004,82.417,32.431,52.620000000000005,97.691,38.446,42.851
04/08/2011,36.425,28.836,36.760999999999996,387.695,47.855000000000004,48.352999999999994,120.428,63.981,101.733,36.765,165.02800000000002,33.208,40.705,216.84199999999998,29.039,37.645,28.264,33.161,44.132999999999996,44.147,36.443,337.26,27.433999999999997,39.775000000000006,29.705,57.32900000000001,32.759,104.654,51.994,45.388000000000005,29.091,297.298,168.552,425.673,35.384,38.181,34.292,34.366,35.804,79.084,27.531999999999996,144.676,86.59299999999999,32.149,37.44
05/08/2011,32.591,25.654,31.673000000000002,235.308,89.90899999999999,99.77199999999999,189.675,84.038,43.813,31.321,99.22,32.841,33.793,409.62,26.083,32.019999999999996,25.726000000000003,27.969,36.555,53.702,30.744999999999997,248.096,24.058999999999997,33.077,26.207,45.525,28.09,49.026,44.274,47.697,26.124000000000002,296.661,131.75799999999998,91.619,41.268,31.431,103.523,29.667,37.506,48.47,23.875,259.036,46.394999999999996,27.443,34.922
06/08/2011,29.180999999999997,24.082,29.482,140.30700000000002,139.22899999999998,111.327,116.53200000000001,61.123000000000005,37.912,38.288,105.331,32.876,28.397,338.727,23.252000000000002,29.214000000000002,23.68,24.161,30.145,50.881,26.808,73.14099999999999,21.149,27.533,23.057000000000002,40.599000000000004,25.823999999999998,38.195,36.242,44.361000000000004,23.236,71.341,195.34,54.937,47.575,27.238,430.31100000000004,29.691000000000003,35.194,42.418,21.016,226.31500000000003,35.449,26.814,35.034
07/08/2011,26.133000000000003,23.376,42.535,219.945,134.257,52.888,86.443,45.875,37.893,45.638,52.127,162.103,25.285,138.12099999999998,21.503,29.756,21.627,20.936999999999998,25.898,35.95,24.713,145.978,18.572,24.314,20.064,34.705,99.596,33.818,30.361,34.039,20.593,44.952,296.094,44.565,58.409000000000006,28.365000000000002,974.436,67.72200000000001,29.732,42.598,18.32,137.679,29.378999999999998,28.753,37.492
08/08/2011,24.185,22.319000000000003,51.185,213.897,56.285,40.881,76.25200000000001,37.229,32.388999999999996,37.756,40.35,219.841,28.497,58.821,20.292,29.967999999999996,19.298000000000002,19.06,22.537,29.913,24.13,190.803,16.339,21.562,17.629,29.570999999999998,102.806,160.17600000000002,26.176,83.869,18.336,39.893,432.53599999999994,37.256,64.314,31.083000000000002,888.882,68.862,27.473999999999997,39.925,16.015,190.978,25.447000000000003,28.637,36.535
09/08/2011,22.291,20.186,42.89,121.08600000000001,42.602999999999994,35.248999999999995,107.712,30.744,27.045,32.522999999999996,34.871,67.364,32.026,44.366,20.032,28.551000000000002,17.299,24.468,19.595,43.575,22.958000000000002,70.388,14.405,18.848,16.863,27.472,39.053,285.793,23.608,225.593,16.154,35.894999999999996,452.34299999999996,32.333,49.371,29.637999999999998,222.06,35.263999999999996,25.060000000000002,35.141000000000005,14.215,378.307,22.628,25.278,31.613999999999997
10/08/2011,21.441000000000003,18.173000000000002,33.471000000000004,72.993,35.423,64.334,130.40699999999998,26.549999999999997,23.869999999999997,27.818,30.223,42.223,29.255,36.657000000000004,20.097,25.233,15.277000000000001,47.016000000000005,17.076999999999998,193.678,27.533,53.036,12.831,16.491999999999997,16.735,25.628,31.458,251.24599999999998,25.75,281.683,14.298,31.552999999999997,142.452,27.86,41.738,25.287,80.542,29.180999999999997,21.306,37.337,12.712,300.038,19.895,22.158,37.227999999999994
