Date,I
01/08/2018,26.426304000000002
02/08/2018,26.426304000000002
03/08/2018,26.426304000000002
04/08/2018,26.426304000000002
05/08/2018,26.426304000000002
06/08/2018,26.426304000000002
07/08/2018,26.426304000000002
08/08/2018,26.426304000000002
09/08/2018,26.426304000000002
10/08/2018,26.426304000000002
11/08/2018,26.426304000000002
12/08/2018,26.426304000000002
13/08/2018,26.426304000000002
14/08/2018,26.426304000000002
15/08/2018,26.426304000000002
16/08/2018,26.426304000000002
17/08/2018,26.426304000000002
18/08/2018,26.426304000000002
19/08/2018,26.426304000000002
20/08/2018,26.426304000000002
21/08/2018,26.426304000000002
22/08/2018,26.426304000000002
23/08/2018,26.426304000000002
24/08/2018,26.426304000000002
25/08/2018,26.426304000000002
26/08/2018,26.426304000000002
27/08/2018,26.426304000000002
28/08/2018,26.426304000000002
29/08/2018,26.426304000000002
30/08/2018,26.426304000000002
31/08/2018,26.426304000000002
01/09/2018,12.236832
02/09/2018,12.236832
03/09/2018,12.236832
04/09/2018,12.236832
05/09/2018,12.236832
06/09/2018,12.236832
07/09/2018,12.236832
08/09/2018,12.236832
09/09/2018,12.236832
10/09/2018,12.236832
11/09/2018,12.236832
12/09/2018,12.236832
13/09/2018,12.236832
14/09/2018,12.236832
15/09/2018,12.236832
16/09/2018,12.236832
17/09/2018,12.236832
18/09/2018,12.236832
19/09/2018,12.236832
20/09/2018,12.236832
21/09/2018,12.236832
22/09/2018,12.236832
23/09/2018,12.236832
24/09/2018,12.236832
25/09/2018,12.236832
26/09/2018,12.236832
27/09/2018,12.236832
28/09/2018,12.236832
29/09/2018,12.236832
30/09/2018,12.236832
